graph_name,vertex_count,edge_probability,num_3_cycles,num_4_cycles,total_cycles,h1_dimension,group,edge_graph_time_sec,cellular_time_sec,cubical_time_sec,ratio_cellular_over_edge,ratio_cubical_over_edge,ratio_cellular_over_cubical,fastest_method
erdos_renyi_273_0.13,273,0.13,7556,197689,205245,0,Variable Vertices/High Edge Probability,53.10585880279541,5.337701616,9556.950908618,0.1005,179.9604,0.0006,cellular
erdos_renyi_275_0.13,275,0.13,7689,206624,214313,0,Variable Vertices/High Edge Probability,90.374764919281,6.434892791,7904.397695236,0.0712,87.4624,0.0008,cellular
erdos_renyi_276_0.13,276,0.13,7618,203579,211197,0,Variable Vertices/High Edge Probability,59.77110695838928,6.141984508,11732.725364202,0.1028,196.2943,0.0005,cellular
erdos_renyi_277_0.13,277,0.13,8109,216563,224672,0,Variable Vertices/High Edge Probability,117.39167094230652,6.856115176,9910.45635801,0.0584,84.4221,0.0007,cellular
erdos_renyi_279_0.13,279,0.13,7771,211778,219549,0,Variable Vertices/High Edge Probability,113.3994688987732,6.848423056,11280.041212522,0.0604,99.4717,0.0006,cellular
erdos_renyi_280_0.13,280,0.13,8040,215240,223280,0,Variable Vertices/High Edge Probability,153.37805604934692,6.914616056,11084.484628288,0.0451,72.2690,0.0006,cellular
erdos_renyi_281_0.13,281,0.13,8167,224906,233073,0,Variable Vertices/High Edge Probability,84.3949658870697,6.643657666,9041.135504972,0.0787,107.1288,0.0007,cellular
erdos_renyi_282_0.13,282,0.13,9209,260230,269439,0,Variable Vertices/High Edge Probability,63.344746112823486,7.67479725,,0.1212,,,cellular
erdos_renyi_283_0.13,283,0.13,8496,235856,244352,0,Variable Vertices/High Edge Probability,102.6093521118164,6.714683751,11180.126075657,0.0654,108.9582,0.0006,cellular
erdos_renyi_284_0.13,284,0.13,8527,232527,241054,0,Variable Vertices/High Edge Probability,60.55305004119873,6.74372474,,0.1114,,,cellular
erdos_renyi_287_0.13,287,0.13,8317,229631,237948,0,Variable Vertices/High Edge Probability,97.92990303039551,6.868610053,11588.158875683,0.0701,118.3312,0.0006,cellular
erdos_renyi_288_0.13,288,0.13,8251,222441,230692,0,Variable Vertices/High Edge Probability,65.14079093933105,6.280224497,10616.382280089,0.0964,162.9759,0.0006,cellular
erdos_renyi_289_0.13,289,0.13,8491,232497,240988,0,Variable Vertices/High Edge Probability,68.47210788726807,7.04687283,,0.1029,,,cellular
erdos_renyi_290_0.13,290,0.13,8438,229611,238049,0,Variable Vertices/High Edge Probability,61.54944586753846,6.874184123,,0.1117,,,cellular
erdos_renyi_291_0.13,291,0.13,9253,260974,270227,0,Variable Vertices/High Edge Probability,116.61178398132324,7.140913176,16383.69619347,0.0612,140.4978,0.0004,cellular
erdos_renyi_293_0.13,293,0.13,8725,240438,249163,0,Variable Vertices/High Edge Probability,75.58384394645691,6.636616861,14909.334727849,0.0878,197.2556,0.0004,cellular
erdos_renyi_294_0.13,294,0.13,8705,246859,255564,0,Variable Vertices/High Edge Probability,87.28240799903871,7.701315437,,0.0882,,,cellular
erdos_renyi_295_0.13,295,0.13,9059,258320,267379,0,Variable Vertices/High Edge Probability,143.74136996269226,7.49314718,12494.984034089,0.0521,86.9268,0.0006,cellular
erdos_renyi_296_0.13,296,0.13,9025,255019,264044,0,Variable Vertices/High Edge Probability,143.31329202651978,7.262325108,17375.707012674,0.0507,121.2428,0.0004,cellular
erdos_renyi_297_0.13,297,0.13,10162,293570,303732,0,Variable Vertices/High Edge Probability,88.00425601005554,9.508908728,,0.1081,,,cellular
erdos_renyi_298_0.13,298,0.13,10082,293242,303324,0,Variable Vertices/High Edge Probability,78.15645217895508,9.594370625,,0.1228,,,cellular
erdos_renyi_101_0.07,101,0.07,56,255,311,45,Variable Vertices/Low Edge Probability,0.429152011871338,0.000371153,1.132463856,0.0009,2.6388,0.0003,cellular
erdos_renyi_103_0.07,103,0.07,84,505,589,9,Variable Vertices/Low Edge Probability,0.574846982955933,0.000683391,2.184454704,0.0012,3.8001,0.0003,cellular
erdos_renyi_104_0.07,104,0.07,41,227,268,55,Variable Vertices/Low Edge Probability,0.455863952636719,0.000308069,1.037247067,0.0007,2.2753,0.0003,cellular
erdos_renyi_105_0.07,105,0.07,69,434,503,34,Variable Vertices/Low Edge Probability,0.905618906021118,0.000569114,1.930940819,0.0006,2.1322,0.0003,cellular
erdos_renyi_106_0.07,106,0.07,91,512,603,9,Variable Vertices/Low Edge Probability,0.729515075683594,0.000716656,2.7951312,0.0010,3.8315,0.0003,cellular
erdos_renyi_107_0.07,107,0.07,50,262,312,41,Variable Vertices/Low Edge Probability,0.422175884246826,0.00035925,1.314071928,0.0009,3.1126,0.0003,cellular
erdos_renyi_109_0.07,109,0.07,76,381,457,38,Variable Vertices/Low Edge Probability,0.719382047653198,0.00055707,1.957379662,0.0008,2.7209,0.0003,cellular
erdos_renyi_112_0.07,112,0.07,43,285,328,43,Variable Vertices/Low Edge Probability,0.538841962814331,0.000406002,1.593508652,0.0008,2.9573,0.0003,cellular
erdos_renyi_113_0.07,113,0.07,86,480,566,25,Variable Vertices/Low Edge Probability,12.034543991088867,0.493254788,4.459227906,0.0410,0.3705,0.1106,cellular
erdos_renyi_114_0.07,114,0.07,62,462,524,33,Variable Vertices/Low Edge Probability,0.434144973754883,0.000653217,2.609733405,0.0015,6.0112,0.0003,cellular
erdos_renyi_115_0.07,115,0.07,81,550,631,12,Variable Vertices/Low Edge Probability,0.512115001678467,0.000867697,3.491829828,0.0017,6.8184,0.0002,cellular
erdos_renyi_116_0.07,116,0.07,105,624,729,11,Variable Vertices/Low Edge Probability,0.480679035186768,0.000974438,3.917691967,0.0020,8.1503,0.0002,cellular
erdos_renyi_120_0.07,120,0.07,109,621,730,16,Variable Vertices/Low Edge Probability,0.69780707359314,0.001029639,4.153017547,0.0015,5.9515,0.0002,cellular
erdos_renyi_121_0.07,121,0.07,83,511,594,22,Variable Vertices/Low Edge Probability,0.609818935394287,0.000776299,3.280199152,0.0013,5.3790,0.0002,cellular
erdos_renyi_122_0.07,122,0.07,77,547,624,18,Variable Vertices/Low Edge Probability,0.67968487739563,0.000823991,4.55821027,0.0012,6.7064,0.0002,cellular
erdos_renyi_123_0.07,123,0.07,87,467,554,29,Variable Vertices/Low Edge Probability,0.535764932632446,0.000743186,3.555483178,0.0014,6.6363,0.0002,cellular
erdos_renyi_124_0.07,124,0.07,104,739,843,7,Variable Vertices/Low Edge Probability,0.649778127670288,0.001215031,5.025898155,0.0019,7.7348,0.0002,cellular
erdos_renyi_125_0.07,125,0.07,116,638,754,17,Variable Vertices/Low Edge Probability,1.052098989486694,0.001065736,5.409816147,0.0010,5.1419,0.0002,cellular
erdos_renyi_126_0.07,126,0.07,99,659,758,24,Variable Vertices/Low Edge Probability,0.782021045684814,0.001187389,4.989419349,0.0015,6.3802,0.0002,cellular
erdos_renyi_128_0.07,128,0.07,120,778,898,16,Variable Vertices/Low Edge Probability,0.753291130065918,0.001451518,5.676208143,0.0019,7.5352,0.0003,cellular
erdos_renyi_131_0.07,131,0.07,97,675,772,16,Variable Vertices/Low Edge Probability,0.712957859039307,0.001185337,5.066637135,0.0017,7.1065,0.0002,cellular
erdos_renyi_133_0.07,133,0.07,128,705,833,12,Variable Vertices/Low Edge Probability,0.542399883270264,0.001263594,6.396339593,0.0023,11.7927,0.0002,cellular
erdos_renyi_135_0.07,135,0.07,164,1242,1406,5,Variable Vertices/Low Edge Probability,0.521292924880981,0.00241066,10.779666082,0.0046,20.6787,0.0002,cellular
erdos_renyi_137_0.07,137,0.07,143,987,1130,6,Variable Vertices/Low Edge Probability,0.53740406036377,0.0018554,9.069488081,0.0035,16.8765,0.0002,cellular
erdos_renyi_138_0.07,138,0.07,124,775,899,10,Variable Vertices/Low Edge Probability,0.452656030654907,0.001587115,6.991041944,0.0035,15.4445,0.0002,cellular
erdos_renyi_139_0.07,139,0.07,157,1127,1284,7,Variable Vertices/Low Edge Probability,0.720392227172852,0.002297947,10.36584794,0.0032,14.3892,0.0002,cellular
erdos_renyi_140_0.07,140,0.07,134,997,1131,12,Variable Vertices/Low Edge Probability,0.96714186668396,0.001964494,8.686414468,0.0020,8.9815,0.0002,cellular
erdos_renyi_141_0.07,141,0.07,195,1237,1432,10,Variable Vertices/Low Edge Probability,1.257503986358642,0.002571526,11.213300132,0.0020,8.9171,0.0002,cellular
erdos_renyi_142_0.07,142,0.07,136,1070,1206,13,Variable Vertices/Low Edge Probability,0.709046125411987,0.002093569,12.670320495,0.0030,17.8695,0.0002,cellular
erdos_renyi_145_0.07,145,0.07,177,1285,1462,7,Variable Vertices/Low Edge Probability,0.610342979431152,0.002735247,12.854565917,0.0045,21.0612,0.0002,cellular
erdos_renyi_146_0.07,146,0.07,151,1054,1205,10,Variable Vertices/Low Edge Probability,0.887176036834717,0.002159955,11.080315442,0.0024,12.4894,0.0002,cellular
erdos_renyi_148_0.07,148,0.07,183,1266,1449,11,Variable Vertices/Low Edge Probability,0.998406887054443,0.002776027,12.07422249,0.0028,12.0935,0.0002,cellular
erdos_renyi_149_0.07,149,0.07,213,1497,1710,9,Variable Vertices/Low Edge Probability,0.790402889251709,0.00357978,15.38714995,0.0045,19.4675,0.0002,cellular
erdos_renyi_150_0.07,150,0.07,160,1220,1380,2,Variable Vertices/Low Edge Probability,0.688328981399536,0.002804741,14.893133748,0.0041,21.6367,0.0002,cellular
erdos_renyi_153_0.07,153,0.07,189,1333,1522,6,Variable Vertices/Low Edge Probability,0.676162958145142,0.003104499,15.481835853,0.0046,22.8966,0.0002,cellular
erdos_renyi_154_0.07,154,0.07,187,1547,1734,4,Variable Vertices/Low Edge Probability,0.699696063995361,0.003488181,15.654156531,0.0050,22.3728,0.0002,cellular
erdos_renyi_155_0.07,155,0.07,228,1897,2125,4,Variable Vertices/Low Edge Probability,0.815217018127441,0.004604956,21.553369435,0.0056,26.4388,0.0002,cellular
erdos_renyi_156_0.07,156,0.07,205,1629,1834,9,Variable Vertices/Low Edge Probability,1.209362983703613,0.003975339,17.109436686,0.0033,14.1475,0.0002,cellular
erdos_renyi_157_0.07,157,0.07,247,2065,2312,4,Variable Vertices/Low Edge Probability,1.358838081359863,0.005252478,22.83896948,0.0039,16.8077,0.0002,cellular
erdos_renyi_158_0.07,158,0.07,229,1998,2227,4,Variable Vertices/Low Edge Probability,1.550338983535766,0.005525249,20.618107803,0.0036,13.2991,0.0003,cellular
erdos_renyi_159_0.07,159,0.07,197,1605,1802,8,Variable Vertices/Low Edge Probability,0.650516033172607,0.003838367,16.419039417,0.0059,25.2400,0.0002,cellular
erdos_renyi_160_0.07,160,0.07,247,2111,2358,0,Variable Vertices/Low Edge Probability,1.560164928436279,0.006038282,24.432778146,0.0039,15.6604,0.0002,cellular
erdos_renyi_162_0.07,162,0.07,204,1543,1747,4,Variable Vertices/Low Edge Probability,1.219290971755982,0.003914633,17.896415588,0.0032,14.6777,0.0002,cellular
erdos_renyi_163_0.07,163,0.07,205,1759,1964,0,Variable Vertices/Low Edge Probability,1.339712142944336,0.004504219,21.416432305,0.0034,15.9858,0.0002,cellular
erdos_renyi_164_0.07,164,0.07,236,1829,2065,2,Variable Vertices/Low Edge Probability,1.453503131866455,0.004653967,21.694663726,0.0032,14.9258,0.0002,cellular
erdos_renyi_165_0.07,165,0.07,244,2031,2275,2,Variable Vertices/Low Edge Probability,1.586788177490234,0.005979914,22.863595763,0.0038,14.4087,0.0003,cellular
erdos_renyi_167_0.07,167,0.07,288,2294,2582,1,Variable Vertices/Low Edge Probability,1.152305841445923,0.006114072,27.798565501,0.0053,24.1243,0.0002,cellular
erdos_renyi_168_0.07,168,0.07,258,2414,2672,2,Variable Vertices/Low Edge Probability,1.815670967102051,0.007453642,31.79826116,0.0041,17.5132,0.0002,cellular
erdos_renyi_172_0.07,172,0.07,304,2568,2872,1,Variable Vertices/Low Edge Probability,1.468888998031616,0.007430379,37.686692758,0.0051,25.6566,0.0002,cellular
erdos_renyi_173_0.07,173,0.07,271,2574,2845,2,Variable Vertices/Low Edge Probability,1.191304922103882,0.007097073,37.272837945,0.0060,31.2874,0.0002,cellular
erdos_renyi_175_0.07,175,0.07,285,2449,2734,4,Variable Vertices/Low Edge Probability,1.385151147842407,0.006960326,38.800167744,0.0050,28.0115,0.0002,cellular
erdos_renyi_176_0.07,176,0.07,304,3022,3326,1,Variable Vertices/Low Edge Probability,1.624017000198364,0.018437262,40.081581296,0.0114,24.6805,0.0005,cellular
erdos_renyi_177_0.07,177,0.07,320,2933,3253,0,Variable Vertices/Low Edge Probability,2.024947166442871,0.008854739,37.613633393,0.0044,18.5751,0.0002,cellular
erdos_renyi_181_0.07,181,0.07,314,2986,3300,0,Variable Vertices/Low Edge Probability,1.499758005142212,0.009249267,39.969658548,0.0062,26.6507,0.0002,cellular
erdos_renyi_183_0.07,183,0.07,392,3986,4378,0,Variable Vertices/Low Edge Probability,2.153454065322876,0.01282304,53.314021372,0.0060,24.7574,0.0002,cellular
erdos_renyi_184_0.07,184,0.07,375,3626,4001,0,Variable Vertices/Low Edge Probability,1.380978107452392,0.011525119,48.351229416,0.0083,35.0123,0.0002,cellular
erdos_renyi_185_0.07,185,0.07,325,3097,3422,1,Variable Vertices/Low Edge Probability,2.008188962936401,0.010325299,40.55163293,0.0051,20.1931,0.0003,cellular
erdos_renyi_186_0.07,186,0.07,355,3377,3732,1,Variable Vertices/Low Edge Probability,2.069263935089111,0.029257879,47.850391831,0.0141,23.1244,0.0006,cellular
erdos_renyi_189_0.07,189,0.07,371,3914,4285,0,Variable Vertices/Low Edge Probability,1.795416831970215,0.013049566,49.217489784,0.0073,27.4128,0.0003,cellular
erdos_renyi_190_0.07,190,0.07,318,3132,3450,1,Variable Vertices/Low Edge Probability,1.448864936828613,0.009998135,48.578094606,0.0069,33.5284,0.0002,cellular
erdos_renyi_192_0.07,192,0.07,414,4063,4477,0,Variable Vertices/Low Edge Probability,2.72454309463501,0.021020849,61.436796028,0.0077,22.5494,0.0003,cellular
erdos_renyi_193_0.07,193,0.07,395,3723,4118,1,Variable Vertices/Low Edge Probability,2.145583868026734,0.014237017,52.871920673,0.0066,24.6422,0.0003,cellular
erdos_renyi_197_0.07,197,0.07,423,4249,4672,1,Variable Vertices/Low Edge Probability,2.795548915863037,0.015348586,65.285861759,0.0055,23.3535,0.0002,cellular
erdos_renyi_198_0.07,198,0.07,450,4833,5283,0,Variable Vertices/Low Edge Probability,2.570186853408814,0.018802406,62.269204234,0.0073,24.2275,0.0003,cellular
erdos_renyi_199_0.07,199,0.07,477,4492,4969,0,Variable Vertices/Low Edge Probability,2.554199934005738,0.019430933,69.136188624,0.0076,27.0676,0.0003,cellular
erdos_renyi_200_0.07,200,0.07,455,4483,4938,0,Variable Vertices/Low Edge Probability,2.93190884590149,0.016318948,67.923906688,0.0056,23.1671,0.0002,cellular
erdos_renyi_202_0.07,202,0.07,485,4775,5260,0,Variable Vertices/Low Edge Probability,2.603700160980224,0.017869761,70.71424234,0.0069,27.1591,0.0003,cellular
erdos_renyi_203_0.07,203,0.07,461,4917,5378,0,Variable Vertices/Low Edge Probability,2.863790035247802,0.033624183,69.835362156,0.0117,24.3856,0.0005,cellular
erdos_renyi_205_0.07,205,0.07,531,5706,6237,0,Variable Vertices/Low Edge Probability,2.295760869979858,0.033981414,76.367511854,0.0148,33.2646,0.0004,cellular
erdos_renyi_209_0.07,209,0.07,483,5109,5592,0,Variable Vertices/Low Edge Probability,2.409105062484741,0.036997832,76.830024179,0.0154,31.8915,0.0005,cellular
erdos_renyi_210_0.07,210,0.07,518,5338,5856,1,Variable Vertices/Low Edge Probability,2.597049951553344,0.021196974,83.361007908,0.0082,32.0983,0.0003,cellular
erdos_renyi_212_0.07,212,0.07,581,6611,7192,0,Variable Vertices/Low Edge Probability,3.336749076843262,0.03189978,100.163918283,0.0096,30.0184,0.0003,cellular
erdos_renyi_213_0.07,213,0.07,500,5432,5932,0,Variable Vertices/Low Edge Probability,2.31217098236084,0.03291789,84.118726718,0.0142,36.3808,0.0004,cellular
erdos_renyi_214_0.07,214,0.07,563,5889,6452,0,Variable Vertices/Low Edge Probability,3.896368980407715,0.024814412,95.582933405,0.0064,24.5313,0.0003,cellular
erdos_renyi_215_0.07,215,0.07,479,5136,5615,0,Variable Vertices/Low Edge Probability,3.298362970352173,0.02212354,93.704768826,0.0067,28.4095,0.0002,cellular
erdos_renyi_217_0.07,217,0.07,593,7127,7720,0,Variable Vertices/Low Edge Probability,3.38880705833435,0.031877033,118.436257337,0.0094,34.9492,0.0003,cellular
erdos_renyi_218_0.07,218,0.07,687,7616,8303,0,Variable Vertices/Low Edge Probability,3.808830976486206,0.039216007,130.136375329,0.0103,34.1670,0.0003,cellular
erdos_renyi_219_0.07,219,0.07,566,6166,6732,0,Variable Vertices/Low Edge Probability,3.83208703994751,0.032737461,93.295643884,0.0085,24.3459,0.0004,cellular
erdos_renyi_221_0.07,221,0.07,625,7153,7778,1,Variable Vertices/Low Edge Probability,2.70884895324707,0.036167295,126.862732231,0.0134,46.8327,0.0003,cellular
erdos_renyi_222_0.07,222,0.07,566,6544,7110,1,Variable Vertices/Low Edge Probability,9.855454921722412,0.589231151,114.64177589,0.0598,11.6323,0.0051,cellular
erdos_renyi_223_0.07,223,0.07,573,6745,7318,0,Variable Vertices/Low Edge Probability,2.723298788070678,0.037932534,107.291015017,0.0139,39.3974,0.0004,cellular
erdos_renyi_224_0.07,224,0.07,691,8728,9419,0,Variable Vertices/Low Edge Probability,5.033180952072144,0.074512745,220.044585074,0.0148,43.7188,0.0003,cellular
erdos_renyi_225_0.07,225,0.07,653,7523,8176,0,Variable Vertices/Low Edge Probability,4.105608940124512,0.042319494,128.822795676,0.0103,31.3773,0.0003,cellular
erdos_renyi_226_0.07,226,0.07,531,6301,6832,0,Variable Vertices/Low Edge Probability,3.691367149353028,0.035994624,118.725120176,0.0098,32.1629,0.0003,cellular
erdos_renyi_228_0.07,228,0.07,584,6616,7200,1,Variable Vertices/Low Edge Probability,3.351759910583496,0.040015036,113.066521215,0.0119,33.7335,0.0004,cellular
erdos_renyi_231_0.07,231,0.07,704,8604,9308,0,Variable Vertices/Low Edge Probability,4.37813401222229,0.072241461,149.872986404,0.0165,34.2322,0.0005,cellular
erdos_renyi_233_0.07,233,0.07,728,9192,9920,1,Variable Vertices/Low Edge Probability,6.503495931625366,0.09656195,167.420602631,0.0148,25.7432,0.0006,cellular
erdos_renyi_235_0.07,235,0.07,848,10565,11413,0,Variable Vertices/Low Edge Probability,7.552000045776367,0.147711932,209.500510204,0.0196,27.7411,0.0007,cellular
erdos_renyi_237_0.07,237,0.07,776,9448,10224,0,Variable Vertices/Low Edge Probability,5.704140901565552,0.120317923,167.691956449,0.0211,29.3983,0.0007,cellular
erdos_renyi_238_0.07,238,0.07,681,8745,9426,0,Variable Vertices/Low Edge Probability,5.75302791595459,0.081363482,179.369790089,0.0141,31.1783,0.0005,cellular
erdos_renyi_240_0.07,240,0.07,782,10522,11304,0,Variable Vertices/Low Edge Probability,5.773125171661377,0.07109693,258.732725743,0.0123,44.8168,0.0003,cellular
erdos_renyi_241_0.07,241,0.07,734,8673,9407,1,Variable Vertices/Low Edge Probability,6.010057926177979,0.085210513,165.815621065,0.0142,27.5897,0.0005,cellular
erdos_renyi_248_0.07,248,0.07,755,9603,10358,0,Variable Vertices/Low Edge Probability,5.489703178405762,0.08490281,186.94589695,0.0155,34.0539,0.0005,cellular
erdos_renyi_249_0.07,249,0.07,878,11184,12062,0,Variable Vertices/Low Edge Probability,6.465399026870728,0.07047729,255.33415683,0.0109,39.4924,0.0003,cellular
erdos_renyi_250_0.07,250,0.07,903,12339,13242,0,Variable Vertices/Low Edge Probability,5.070112943649292,0.077295945,231.259426953,0.0152,45.6123,0.0003,cellular
erdos_renyi_251_0.07,251,0.07,942,12620,13562,0,Variable Vertices/Low Edge Probability,6.639264822006226,0.079919376,264.277313569,0.0120,39.8052,0.0003,cellular
erdos_renyi_255_0.07,255,0.07,875,11313,12188,0,Variable Vertices/Low Edge Probability,5.610976219177246,0.07280627,336.084569773,0.0130,59.8977,0.0002,cellular
erdos_renyi_257_0.07,257,0.07,914,12412,13326,0,Variable Vertices/Low Edge Probability,6.965041160583496,0.077420789,257.727102349,0.0111,37.0030,0.0003,cellular
erdos_renyi_260_0.07,260,0.07,1066,14747,15813,0,Variable Vertices/Low Edge Probability,6.561133146286011,0.099602922,307.685030742,0.0152,46.8951,0.0003,cellular
erdos_renyi_261_0.07,261,0.07,995,13844,14839,0,Variable Vertices/Low Edge Probability,7.85151195526123,0.099241597,306.168983633,0.0126,38.9949,0.0003,cellular
erdos_renyi_263_0.07,263,0.07,952,13330,14282,0,Variable Vertices/Low Edge Probability,7.258236885070801,0.093723372,315.578935339,0.0129,43.4787,0.0003,cellular
erdos_renyi_264_0.07,264,0.07,931,12320,13251,0,Variable Vertices/Low Edge Probability,6.045830011367798,0.087399411,294.308455769,0.0145,48.6796,0.0003,cellular
erdos_renyi_265_0.07,265,0.07,1133,16724,17857,0,Variable Vertices/Low Edge Probability,7.743471145629883,0.132166446,367.804909642,0.0171,47.4987,0.0004,cellular
erdos_renyi_268_0.07,268,0.07,1047,14448,15495,0,Variable Vertices/Low Edge Probability,8.860329151153564,0.096958015,363.707442416,0.0109,41.0490,0.0003,cellular
erdos_renyi_273_0.07,273,0.07,1221,16924,18145,0,Variable Vertices/Low Edge Probability,8.307171106338501,0.141523957,527.615324908,0.0170,63.5132,0.0003,cellular
erdos_renyi_275_0.07,275,0.07,1160,16439,17599,0,Variable Vertices/Low Edge Probability,9.14008092880249,0.117965638,380.477545153,0.0129,41.6274,0.0003,cellular
erdos_renyi_276_0.07,276,0.07,1254,18418,19672,0,Variable Vertices/Low Edge Probability,9.791437149047852,0.14415537,454.112417841,0.0147,46.3785,0.0003,cellular
erdos_renyi_278_0.07,278,0.07,1235,17479,18714,0,Variable Vertices/Low Edge Probability,22.637729167938232,0.639369632,525.485426877,0.0282,23.2128,0.0012,cellular
erdos_renyi_280_0.07,280,0.07,1235,16800,18035,0,Variable Vertices/Low Edge Probability,7.856691837310791,0.128186655,435.738808228,0.0163,55.4609,0.0003,cellular
erdos_renyi_282_0.07,282,0.07,1233,17827,19060,0,Variable Vertices/Low Edge Probability,7.643127918243408,0.165009324,458.933973462,0.0216,60.0453,0.0004,cellular
erdos_renyi_283_0.07,283,0.07,1321,19624,20945,0,Variable Vertices/Low Edge Probability,10.516803979873657,0.347190412,539.381524348,0.0330,51.2876,0.0006,cellular
erdos_renyi_284_0.07,284,0.07,1372,20913,22285,0,Variable Vertices/Low Edge Probability,10.59648609161377,0.394809559,696.082233062,0.0373,65.6899,0.0006,cellular
erdos_renyi_285_0.07,285,0.07,1413,22142,23555,0,Variable Vertices/Low Edge Probability,10.42999792098999,0.428594288,599.496573054,0.0411,57.4781,0.0007,cellular
erdos_renyi_286_0.07,286,0.07,1263,18777,20040,0,Variable Vertices/Low Edge Probability,9.49827790260315,0.139412167,553.800517112,0.0147,58.3054,0.0003,cellular
erdos_renyi_287_0.07,287,0.07,1353,19820,21173,0,Variable Vertices/Low Edge Probability,10.87628197669983,0.364672008,505.229543154,0.0335,46.4524,0.0007,cellular
erdos_renyi_288_0.07,288,0.07,1320,19659,20979,0,Variable Vertices/Low Edge Probability,10.569623947143555,0.355300314,518.692157073,0.0336,49.0739,0.0007,cellular
erdos_renyi_289_0.07,289,0.07,1372,20029,21401,0,Variable Vertices/Low Edge Probability,10.639070987701416,0.363646663,612.291188506,0.0342,57.5512,0.0006,cellular
erdos_renyi_290_0.07,290,0.07,1193,18511,19704,0,Variable Vertices/Low Edge Probability,10.116635084152222,0.307891705,717.613929111,0.0304,70.9341,0.0004,cellular
erdos_renyi_292_0.07,292,0.07,1376,20389,21765,0,Variable Vertices/Low Edge Probability,10.800547122955322,0.373348186,539.911147509,0.0346,49.9892,0.0007,cellular
erdos_renyi_294_0.07,294,0.07,1458,21959,23417,0,Variable Vertices/Low Edge Probability,21.700170040130615,0.403670232,886.345146718,0.0186,40.8451,0.0005,cellular
erdos_renyi_295_0.07,295,0.07,1412,21690,23102,0,Variable Vertices/Low Edge Probability,16.0420880317688,0.413516376,687.290727899,0.0258,42.8430,0.0006,cellular
erdos_renyi_296_0.07,296,0.07,1426,21797,23223,0,Variable Vertices/Low Edge Probability,16.03661298751831,0.426153167,848.521729208,0.0266,52.9115,0.0005,cellular
erdos_renyi_297_0.07,297,0.07,1546,24364,25910,0,Variable Vertices/Low Edge Probability,12.10003685951233,0.253781017,697.256726124,0.0210,57.6243,0.0004,cellular
erdos_renyi_298_0.07,298,0.07,1487,22918,24405,0,Variable Vertices/Low Edge Probability,17.517446994781494,0.450187967,1128.000527766,0.0257,64.3930,0.0004,cellular
erdos_renyi_299_0.07,299,0.07,1492,22434,23926,0,Variable Vertices/Low Edge Probability,12.402149200439453,0.233414457,784.549394337,0.0188,63.2591,0.0003,cellular
