graph_name,vertex_count,edge_probability,num_3_cycles,num_4_cycles,total_cycles,h1_dimension,group,edge_graph_time_sec,cellular_time_sec,cubical_time_sec,ratio_cellular_over_edge,ratio_cubical_over_edge,ratio_cellular_over_cubical,fastest_method
erdos_renyi_300_0.12596715902136,300,0.12596715902136,9089,257999,267088,0,High Vertices/Variable Edge Probability,78.40514802932739,7.768142181,21730.678199357,0.0991,277.1588,0.0004,cellular
erdos_renyi_300_0.07794843549433302,300,0.07794843549433302,2329,43009,45338,0,High Vertices/Variable Edge Probability,20.710858821868896,0.738383433,1746.603068346,0.0357,84.3327,0.0004,cellular
erdos_renyi_300_0.10358958617388103,300,0.10358958617388103,4971,117417,122388,0,High Vertices/Variable Edge Probability,46.40365695953369,3.112701465,6632.405055625,0.0671,142.9285,0.0005,cellular
erdos_renyi_300_0.11765847978025928,300,0.11765847978025928,7291,191264,198555,0,High Vertices/Variable Edge Probability,54.9590630531311,5.454601325,10289.235341113,0.0992,187.2164,0.0005,cellular
erdos_renyi_300_0.08809351398481377,300,0.08809351398481377,3032,58415,61447,0,High Vertices/Variable Edge Probability,24.878578901290894,1.979582991,2746.858865209,0.0796,110.4106,0.0007,cellular
erdos_renyi_300_0.11351092611870987,300,0.11351092611870987,6551,165644,172195,0,High Vertices/Variable Edge Probability,108.82434797286987,5.664475563,10909.010470825,0.0521,100.2442,0.0005,cellular
erdos_renyi_300_0.11440688358949999,300,0.11440688358949999,6477,163329,169806,0,High Vertices/Variable Edge Probability,91.28220701217651,4.954647374,10432.603068895,0.0543,114.2896,0.0005,cellular
erdos_renyi_300_0.0885080135291904,300,0.0885080135291904,3126,61048,64174,0,High Vertices/Variable Edge Probability,25.30896806716919,2.184352991,3009.322669972,0.0863,118.9034,0.0007,cellular
erdos_renyi_300_0.09654905410941826,300,0.09654905410941826,4256,93753,98009,0,High Vertices/Variable Edge Probability,36.54922199249267,1.998764771,4133.235361073,0.0547,113.0868,0.0005,cellular
erdos_renyi_300_0.0828731961952055,300,0.0828731961952055,2629,49287,51916,0,High Vertices/Variable Edge Probability,17.909528017044067,0.975203848,3002.994786158,0.0545,167.6758,0.0003,cellular
erdos_renyi_300_0.08371426089664226,300,0.08371426089664226,2593,48033,50626,0,High Vertices/Variable Edge Probability,18.67422103881836,1.315601065,2711.042760513,0.0705,145.1757,0.0005,cellular
erdos_renyi_300_0.09400475286807532,300,0.09400475286807532,3732,78976,82708,0,High Vertices/Variable Edge Probability,25.015745878219604,1.836779573,2835.021045819,0.0734,113.3295,0.0006,cellular
erdos_renyi_300_0.12265506898310916,300,0.12265506898310916,8729,246636,255365,0,High Vertices/Variable Edge Probability,81.29861593246459,7.218403922,18376.886492807,0.0888,226.0418,0.0004,cellular
erdos_renyi_300_0.12249298062597215,300,0.12249298062597215,7780,208700,216480,0,High Vertices/Variable Edge Probability,71.31403589248657,5.310839632,12187.090221836,0.0745,170.8933,0.0004,cellular
erdos_renyi_300_0.1280877051421508,300,0.1280877051421508,8431,235017,243448,0,High Vertices/Variable Edge Probability,77.20431709289551,5.954026807,14128.059577373,0.0771,182.9957,0.0004,cellular
erdos_renyi_300_0.09911677677109675,300,0.09911677677109675,4559,100230,104789,0,High Vertices/Variable Edge Probability,35.25446701049805,2.203220453,4591.210987218,0.0625,130.2306,0.0005,cellular
erdos_renyi_300_0.1137633609783811,300,0.1137633609783811,6737,171373,178110,0,High Vertices/Variable Edge Probability,54.07372093200683,4.47042727,7657.239954356,0.0827,141.6074,0.0006,cellular
erdos_renyi_300_0.09092388787127526,300,0.09092388787127526,3330,65881,69211,0,High Vertices/Variable Edge Probability,54.64978814125061,2.242871331,3387.408241901,0.0410,61.9839,0.0007,cellular
erdos_renyi_300_0.08619279060428679,300,0.08619279060428679,2841,53181,56022,0,High Vertices/Variable Edge Probability,23.012090921401978,2.524503794,2425.104070758,0.1097,105.3839,0.0010,cellular
erdos_renyi_300_0.10860386348373519,300,0.10860386348373519,6085,149492,155577,0,High Vertices/Variable Edge Probability,54.45464897155762,4.674648235,8376.366186413,0.0858,153.8228,0.0006,cellular
erdos_renyi_300_0.12936471276129924,300,0.12936471276129924,9227,262571,271798,0,High Vertices/Variable Edge Probability,94.86693477630617,7.6603842,12172.091351341,0.0807,128.3070,0.0006,cellular
erdos_renyi_300_0.12103515184270103,300,0.12103515184270103,7111,187483,194594,0,High Vertices/Variable Edge Probability,57.05900597572327,5.425275403,11364.033995138,0.0951,199.1628,0.0005,cellular
erdos_renyi_300_0.09734252076485206,300,0.09734252076485206,4170,93651,97821,0,High Vertices/Variable Edge Probability,36.02760982513428,1.99978854,4334.575316001,0.0555,120.3126,0.0005,cellular
erdos_renyi_300_0.12327445869192384,300,0.12327445869192384,7843,214012,221855,0,High Vertices/Variable Edge Probability,68.06711292266846,5.976122361,10682.618322822,0.0878,156.9424,0.0006,cellular
erdos_renyi_300_0.12405772770992865,300,0.12405772770992865,8326,231436,239762,0,High Vertices/Variable Edge Probability,94.90849494934082,6.011642907,10618.191040205,0.0633,111.8782,0.0006,cellular
erdos_renyi_300_0.09710907953441245,300,0.09710907953441245,3902,84710,88612,0,High Vertices/Variable Edge Probability,28.37405490875244,1.913836481,4249.09373837,0.0675,149.7528,0.0005,cellular
erdos_renyi_300_0.07123045281400403,300,0.07123045281400403,1680,27914,29594,0,High Vertices/Variable Edge Probability,10.87604284286499,0.351497841,863.456490703,0.0323,79.3907,0.0004,cellular
erdos_renyi_300_0.09103728613112243,300,0.09103728613112243,3433,68786,72219,0,High Vertices/Variable Edge Probability,54.538557052612305,2.522977406,4073.208516283,0.0463,74.6849,0.0006,cellular
erdos_renyi_300_0.103258782233251,300,0.103258782233251,4852,108918,113770,0,High Vertices/Variable Edge Probability,39.84845209121704,2.300767047,5911.677309785,0.0577,148.3540,0.0004,cellular
erdos_renyi_300_0.07981814479343645,300,0.07981814479343645,2260,39635,41895,0,High Vertices/Variable Edge Probability,17.913498878479004,0.665143774,1727.734495888,0.0371,96.4487,0.0004,cellular
erdos_renyi_300_0.09545748012559253,300,0.09545748012559253,3588,75867,79455,0,High Vertices/Variable Edge Probability,32.5580039024353,1.705556824,4010.960568211,0.0524,123.1943,0.0004,cellular
erdos_renyi_300_0.1148800647956596,300,0.1148800647956596,6589,164029,170618,0,High Vertices/Variable Edge Probability,115.78576898574829,4.585399037,6620.13067396,0.0396,57.1757,0.0007,cellular
erdos_renyi_300_0.10527094150827315,300,0.10527094150827315,5160,121073,126233,0,High Vertices/Variable Edge Probability,44.74132800102234,3.321161478,5511.008195229,0.0742,123.1749,0.0006,cellular
erdos_renyi_300_0.07972072801549998,300,0.07972072801549998,2315,41129,43444,0,High Vertices/Variable Edge Probability,17.085695028305054,0.674152134,1953.125125783,0.0395,114.3135,0.0003,cellular
erdos_renyi_300_0.07383503014954139,300,0.07383503014954139,1844,30747,32591,0,High Vertices/Variable Edge Probability,14.864273071289062,0.379185064,905.703378659,0.0255,60.9316,0.0004,cellular
erdos_renyi_300_0.11478778990269425,300,0.11478778990269425,6590,174656,181246,0,High Vertices/Variable Edge Probability,61.888383150100715,4.908454232,9679.127042828,0.0793,156.3965,0.0005,cellular
erdos_renyi_300_0.08715906570628729,300,0.08715906570628729,2815,53065,55880,0,High Vertices/Variable Edge Probability,23.5779869556427,1.975186389,2288.333243117,0.0838,97.0538,0.0009,cellular
erdos_renyi_300_0.10745370947792385,300,0.10745370947792385,5409,128105,133514,0,High Vertices/Variable Edge Probability,38.54402303695679,3.344388043,7195.044368029,0.0868,186.6708,0.0005,cellular
erdos_renyi_300_0.0901885628503047,300,0.0901885628503047,3183,66104,69287,0,High Vertices/Variable Edge Probability,46.547240018844604,2.486174857,3487.248551946,0.0534,74.9185,0.0007,cellular
erdos_renyi_300_0.11646795661982401,300,0.11646795661982401,6849,174288,181137,0,High Vertices/Variable Edge Probability,61.23488092422485,4.943701661,10065.422683337,0.0807,164.3740,0.0005,cellular
erdos_renyi_300_0.08200929692109299,300,0.08200929692109299,2376,43114,45490,0,High Vertices/Variable Edge Probability,20.339070081710815,0.709151459,1720.715620543,0.0349,84.6015,0.0004,cellular
erdos_renyi_300_0.12926016578196792,300,0.12926016578196792,9204,260562,269766,0,High Vertices/Variable Edge Probability,76.37715816497803,8.592324571,20272.993266146,0.1125,265.4327,0.0004,cellular
erdos_renyi_300_0.11419884895415224,300,0.11419884895415224,6252,158087,164339,0,High Vertices/Variable Edge Probability,106.73134207725525,4.448521062,7342.583494771,0.0417,68.7950,0.0006,cellular
erdos_renyi_300_0.09213505723579588,300,0.09213505723579588,3143,64907,68050,0,High Vertices/Variable Edge Probability,51.68305587768555,2.403341152,2679.805792609,0.0465,51.8508,0.0009,cellular
erdos_renyi_300_0.12810428512051056,300,0.12810428512051056,8826,244603,253429,0,High Vertices/Variable Edge Probability,86.69608807563782,6.665352105,13832.099618589,0.0769,159.5470,0.0005,cellular
erdos_renyi_300_0.10543192119456106,300,0.10543192119456106,5223,121353,126576,0,High Vertices/Variable Edge Probability,45.33649492263794,2.99013742,6261.605323732,0.0660,138.1140,0.0005,cellular
erdos_renyi_300_0.08738714886742321,300,0.08738714886742321,3029,60003,63032,0,High Vertices/Variable Edge Probability,26.37955403327942,2.438742466,2579.708203901,0.0924,97.7920,0.0009,cellular
erdos_renyi_300_0.11980038775879989,300,0.11980038775879989,7710,206270,213980,0,High Vertices/Variable Edge Probability,70.20534992218018,5.168211038,9502.130039941,0.0736,135.3477,0.0005,cellular
erdos_renyi_300_0.12558066806895818,300,0.12558066806895818,8934,247144,256078,0,High Vertices/Variable Edge Probability,74.48749899864197,7.87857128,17300.804575424,0.1058,232.2645,0.0005,cellular
erdos_renyi_300_0.12343388172708096,300,0.12343388172708096,8809,242466,251275,0,High Vertices/Variable Edge Probability,83.3583459854126,6.16048169,21250.961341309,0.0739,254.9350,0.0003,cellular
erdos_renyi_300_0.12184447487013578,300,0.12184447487013578,8347,227579,235926,0,High Vertices/Variable Edge Probability,75.07744002342224,5.791458522,14599.839768044,0.0771,194.4637,0.0004,cellular
erdos_renyi_300_0.09770762903995772,300,0.09770762903995772,3976,85880,89856,0,High Vertices/Variable Edge Probability,28.059673070907593,2.011437948,6270.626418112,0.0717,223.4747,0.0003,cellular
erdos_renyi_300_0.093805027499331,300,0.093805027499331,3665,74879,78544,0,High Vertices/Variable Edge Probability,30.628752946853638,1.730430917,3141.596024781,0.0565,102.5702,0.0006,cellular
erdos_renyi_300_0.1253472379129239,300,0.1253472379129239,8625,241290,249915,0,High Vertices/Variable Edge Probability,82.58202719688416,6.114967979,27210.720954299,0.0740,329.4993,0.0002,cellular
erdos_renyi_300_0.1080786671377412,300,0.1080786671377412,5519,134603,140122,0,High Vertices/Variable Edge Probability,40.2915461063385,3.372162632,6698.282072997,0.0837,166.2453,0.0005,cellular
erdos_renyi_300_0.08684641551828998,300,0.08684641551828998,2930,57648,60578,0,High Vertices/Variable Edge Probability,24.08038902282715,2.065357498,2106.212303806,0.0858,87.4659,0.0010,cellular
erdos_renyi_300_0.08270802606067329,300,0.08270802606067329,2403,43829,46232,0,High Vertices/Variable Edge Probability,20.04704713821411,0.867719511,2273.304991826,0.0433,113.3985,0.0004,cellular
erdos_renyi_300_0.11490669784624083,300,0.11490669784624083,6935,177927,184862,0,High Vertices/Variable Edge Probability,62.75944399833679,4.529978618,8383.818408072,0.0722,133.5866,0.0005,cellular
erdos_renyi_300_0.09161059948140793,300,0.09161059948140793,3440,67816,71256,0,High Vertices/Variable Edge Probability,51.39901804924011,2.627730013,2728.74028857,0.0511,53.0893,0.0010,cellular
erdos_renyi_300_0.12393375129493504,300,0.12393375129493504,8321,230195,238516,0,High Vertices/Variable Edge Probability,81.20752787590027,9.258100435,14176.541017799,0.1140,174.5718,0.0007,cellular
erdos_renyi_300_0.12243734569241566,300,0.12243734569241566,8155,219365,227520,0,High Vertices/Variable Edge Probability,73.35477304458618,5.696318582,16125.110064196,0.0777,219.8236,0.0004,cellular
erdos_renyi_300_0.11293425506181667,300,0.11293425506181667,6108,153763,159871,0,High Vertices/Variable Edge Probability,100.88460779190063,4.325712036,13182.311531817,0.0429,130.6672,0.0003,cellular
erdos_renyi_300_0.08587446739706184,300,0.08587446739706184,2768,52873,55641,0,High Vertices/Variable Edge Probability,18.54021906852722,1.085537101,2198.428813953,0.0586,118.5762,0.0005,cellular
erdos_renyi_300_0.10603221228054793,300,0.10603221228054793,4847,111540,116387,0,High Vertices/Variable Edge Probability,43.611328125,2.843496921,12302.106254987,0.0652,282.0851,0.0002,cellular
erdos_renyi_300_0.12215633260422498,300,0.12215633260422498,8070,215228,223298,0,High Vertices/Variable Edge Probability,71.90728998184204,5.516142783,9852.56377096,0.0767,137.0176,0.0006,cellular
erdos_renyi_300_0.12173698082368356,300,0.12173698082368356,7697,208097,215794,0,High Vertices/Variable Edge Probability,63.39929819107056,5.268109288,12325.091111297,0.0831,194.4042,0.0004,cellular
erdos_renyi_300_0.07809667208985661,300,0.07809667208985661,2195,37081,39276,0,High Vertices/Variable Edge Probability,17.9350848197937,0.650984312,2474.114925766,0.0363,137.9483,0.0003,cellular
erdos_renyi_300_0.10362328206532478,300,0.10362328206532478,4931,118824,123755,0,High Vertices/Variable Edge Probability,42.49401617050171,3.028717047,5071.03770398,0.0713,119.3353,0.0006,cellular
erdos_renyi_300_0.0901463660274555,300,0.0901463660274555,3289,67137,70426,0,High Vertices/Variable Edge Probability,56.70358610153198,2.361849174,5060.078208049,0.0417,89.2374,0.0005,cellular
erdos_renyi_300_0.12815850979051258,300,0.12815850979051258,9703,277950,287653,0,High Vertices/Variable Edge Probability,80.69997191429138,8.451851885,28449.302476434,0.1047,352.5318,0.0003,cellular
erdos_renyi_300_0.11130715139091248,300,0.11130715139091248,5858,146478,152336,0,High Vertices/Variable Edge Probability,54.658907890319824,4.050949641,13914.52760445,0.0741,254.5702,0.0003,cellular
erdos_renyi_300_0.08598137087200382,300,0.08598137087200382,2907,55199,58106,0,High Vertices/Variable Edge Probability,24.78557801246643,1.827967896,2459.862762316,0.0738,99.2457,0.0007,cellular
erdos_renyi_300_0.07386580339107471,300,0.07386580339107471,1843,31040,32883,0,High Vertices/Variable Edge Probability,14.006476163864136,0.520616866,1289.436593739,0.0372,92.0600,0.0004,cellular
erdos_renyi_300_0.09200937274976809,300,0.09200937274976809,3765,77253,81018,0,High Vertices/Variable Edge Probability,32.60748887062073,1.776596007,7199.653074777,0.0545,220.7975,0.0002,cellular
erdos_renyi_300_0.0983710534966159,300,0.0983710534966159,4504,101042,105546,0,High Vertices/Variable Edge Probability,39.75584697723389,2.12864966,5536.237525106,0.0535,139.2559,0.0004,cellular
erdos_renyi_300_0.09588097799818505,300,0.09588097799818505,3807,79065,82872,0,High Vertices/Variable Edge Probability,24.33102798461914,1.875011106,3591.907434074,0.0771,147.6266,0.0005,cellular
erdos_renyi_300_0.07670216445667748,300,0.07670216445667748,1966,32917,34883,0,High Vertices/Variable Edge Probability,15.617699146270752,0.547441904,1200.482255769,0.0351,76.8668,0.0005,cellular
erdos_renyi_300_0.11140467003709675,300,0.11140467003709675,6783,170567,177350,0,High Vertices/Variable Edge Probability,62.76362204551697,5.180723242,8837.456420091,0.0825,140.8054,0.0006,cellular
erdos_renyi_300_0.10962465606243581,300,0.10962465606243581,6076,148941,155017,0,High Vertices/Variable Edge Probability,53.79107999801636,4.299859651,7270.11131999,0.0799,135.1546,0.0006,cellular
erdos_renyi_300_0.12594565958024603,300,0.12594565958024603,8829,246066,254895,0,High Vertices/Variable Edge Probability,81.07371091842651,6.925351038,12502.505279947,0.0854,154.2116,0.0006,cellular
